text,id,emotion
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,2007,neutral
`` Leipurin is a growing and rapidly internationalizing Group .,2008,positive
"Of this , EUR 38.8 mn was net interest income .",2009,neutral
"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",2010,neutral
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",2011,neutral
$EDU bouncing nicely after add-on (posted),2012,positive
$COST Costco less than stellar day but it held the 50 day moving average,2013,negative
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",2014,neutral
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,2015,negative
The deal was worth about EUR 1.2 mn .,2016,neutral
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",2017,neutral
"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",2018,neutral
Scanfil expects net sales in 2008 to remain at the 2007 level .,2019,neutral
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",2020,neutral
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,2021,neutral
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",2022,positive
"Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .",2023,positive
$AMD big dumping... would not touch it for a while,2024,negative
"The contract covers installation , training and start-up services .",2025,neutral
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,2026,neutral
Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .,2027,positive
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",2028,neutral
"As earlier reported , Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia 's Leningrad Region with an annual production capacity of 4 million tires .",2029,neutral
`` Residentialconstruction in particular has picked up in several markets .,2030,positive
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",2031,positive
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",2032,neutral
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",2033,neutral
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",2034,neutral
The company aims to maintain this trend in profitability during the current year .,2035,positive
The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .,2036,neutral
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,2037,positive
Cash flow from operating activities is estimated to be positive .,2038,positive
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,2039,positive
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",2040,neutral
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,2041,positive
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",2042,neutral
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",2043,negative
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",2044,neutral
"$NFLX small pos, short 180 wkly puts.",2045,negative
Registration is required .,2046,neutral
Almost two thirds of Olvi 's net sales come from outside Finland .,2047,neutral
The event can also be viewed as a live webcast at www.cargotec.com .,2048,neutral
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",2049,negative
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",2050,positive
"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland .",2051,neutral
"Additionally , information on business segments , competitors and future outlook are provided .",2052,neutral
$BAC in for swing trade  looks like want go up,2053,positive
Look at that $AMZN > 600,2054,positive
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",2055,positive
The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,2056,neutral
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",2057,positive
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",2058,neutral
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",2059,positive
"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",2060,neutral
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",2061,neutral
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",2062,positive
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",2063,neutral
The company continued the development of a fully human antibody in its VAP-1 antibody program .,2064,neutral
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,2065,positive
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",2066,positive
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",2067,neutral
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",2068,neutral
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,2069,negative
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,2070,positive
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",2071,positive
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,2072,neutral
The sales price was not disclosed .,2073,neutral
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",2074,neutral
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,2075,neutral
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,2076,negative
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",2077,neutral
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",2078,neutral
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,2079,negative
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",2080,neutral
EU regulator backs approval for GSK injectable asthma drug,2081,positive
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",2082,neutral
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,2083,neutral
"If needed , she provides also further information on ferry connections and hotels .",2084,neutral
"It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .",2085,neutral
This organization will assume the responsibility for operations in Russia .,2086,neutral
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",2087,neutral
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,2088,positive
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",2089,neutral
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",2090,negative
@Vegastrader66 Looks like good entry for $QIHU here.,2091,positive
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",2092,neutral
Other shareholder entitlements became effective today .,2093,neutral
$YHOO making new HOD,2094,positive
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",2095,neutral
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,2096,positive
Our standardised services have met with a positive reception among our customers as well as at Itella .,2097,positive
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,2098,positive
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,2099,negative
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,2100,positive
Etteplan targets to employ at least 20 people in Borl+ñnge .,2101,positive
$FB  rejecting HIGHS shortable...at 109,2102,negative
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,2103,positive
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,2104,neutral
The situation of coated magazine printing paper will continue to be weak .,2105,negative
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",2106,neutral
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,2107,negative
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",2108,neutral
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",2109,neutral
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",2110,neutral
Australia clears AB Inbev's $100 billion SABMiller buyout plan,2111,positive
FTSE 100 flat; Standard Chartered leads risers,2112,positive
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,2113,neutral
These restrictions do not apply to statutory dividends .,2114,neutral
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",2115,positive
The solid fuel is heated before sludge is mixed therein . '',2116,neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,2117,neutral
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,2118,positive
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,2119,neutral
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,2120,positive
Olvi expects sales and market share to increase in the first quarter of 2010 .,2121,positive
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",2122,positive
Tesco share price closes higher as two more directors leave grocer,2123,positive
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,2124,positive
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products .",2125,neutral
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",2126,positive
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",2127,neutral
The agreement expands Tekla Structures ' scope of use to bridge design .,2128,positive
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,2129,neutral
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",2130,neutral
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",2131,negative
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",2132,neutral
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",2133,positive
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",2134,positive
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,2135,positive
Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,2136,positive
"` Sanoma is a buyer not a target , ' he said .",2137,neutral
This wood lacquered clock comes with a stripy hand-crocheted cover .,2138,neutral
com and possibly also through photo-msn .,2139,neutral
"As a result , the number of personnel in Finland will be reduced by 158 .",2140,neutral
"`` Adjustment to the fall in price level , in contrast , has been less effective .",2141,negative
Acquisitions have been made and businesses have been well integrated .,2142,positive
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,2143,positive
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,2144,neutral
The company said that the fall in turnover had been planned .,2145,neutral
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",2146,neutral
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,2147,positive
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",2148,neutral
Net profit in the period in 2009 was ( EURO ) 29 million .,2149,neutral
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,2150,neutral
"Nevertheless , the development can not be allowed to ruin the print newspaper , which continues to be Sanoma News ' main medium .",2151,neutral
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,2152,neutral
Results are expected late in 2006 .,2153,neutral
fi is developing cooperation in keyword advertising with Microsoft .,2154,positive
"The contract value amounts to about EUR11m , the company added .",2155,neutral
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",2156,positive
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",2157,neutral
STUK today is a full service house expert in radiation and nuclear safety issues .,2158,neutral
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,2159,positive
"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",2160,positive
He is resting comfortably and is looking forward to getting back to work . '',2161,neutral
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",2162,negative
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",2163,neutral
$RNN More bleeding Monday.,2164,negative
"Nordstjernan will make the offer in approximately one month , in September 2007 .",2165,neutral
"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",2166,neutral
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,2167,positive
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",2168,neutral
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",2169,positive
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",2170,neutral
CORRECTED-Shire to buy Dyax for about $5.9 bln,2171,positive
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",2172,neutral
Nokia is also negotiating the product portfolio of the new company .,2173,neutral
The value of the order is EUR 4mn .,2174,neutral
The company said that it has agreed to a EUR160m unsecured credit line from lenders .,2175,neutral
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",2176,neutral
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,2177,neutral
The size of a cider bottle will remain unchanged .,2178,neutral
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,2179,neutral
No financial details were provided .,2180,neutral
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",2181,neutral
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",2182,neutral
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,2183,positive
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",2184,positive
Shire share price under pressure after $32bn Baxalta deal,2185,negative
"However , he expects banks to provide alternative financing .",2186,positive
We are now in a position to pursue novel clinical candidates going forward . '',2187,positive
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,2188,neutral
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",2189,neutral
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,2190,neutral
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",2191,positive
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,2192,negative
$DMND green and moving,2193,positive
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",2194,neutral
The value of this kind of order amounts usually between Euro 2 and 3 million .,2195,neutral
The increase range will vary up to 10 % .,2196,neutral
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2197,positive
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,2198,negative
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,2199,neutral
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",2200,neutral
AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,2201,positive
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,2202,neutral
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,2203,negative
"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country .",2204,neutral
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",2205,negative
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",2206,neutral
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,2207,positive
$KCG bot at 2.24,2208,positive
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,2209,positive
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,2210,positive
In Sweden the agreement covers data communication services as well .,2211,neutral
$KEP breaking out when the market pulls back  http://stks.co/r0cet,2212,positive
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2213,positive
$MPWR CEO sells 450k april 15th..meh,2214,negative
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",2215,neutral
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,2216,positive
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",2217,negative
E 's building system service had revenue of EUR 355 mln in 2007 .,2218,neutral
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",2219,neutral
"The product range includes marinated olives , cold cuts , and pates , for example .",2220,neutral
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",2221,neutral
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",2222,positive
Sainsbury sales slip again as price pressures take a toll,2223,negative
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",2224,neutral
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",2225,positive
Spain's Caixabank launches new takeover bid for Banco BPI,2226,positive
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,2227,neutral
New product launches in Finland will more than double from 2005 .,2228,positive
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,2229,positive
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",2230,neutral
Reported operating margin was a negative 5.9 % .,2231,negative
The company is well positioned in Brazil and Uruguay .,2232,positive
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,2233,negative
"According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",2234,positive
Number of offers received for this contract is two .,2235,neutral
Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .,2236,neutral
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",2237,neutral
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,2238,positive
Underground parking facilities will also be built on the basement floor .,2239,neutral
$DISH weakness continues again. 49.43 area resistance after last week,2240,negative
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,2241,neutral
$TSLA yeah lets go down to 230s lol,2242,negative
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,2243,positive
Shell and BG Shareholders to Vote on Deal at End of January,2244,neutral
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",2245,neutral
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,2246,positive
$CRUS Upgraded to a buy by Alpha Street Research,2247,positive
Cision says the sale will return its U.K. operation to profitability .,2248,positive
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",2249,neutral
The company has 120 employees and annual sales of approximately EUR16m .,2250,neutral
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",2251,positive
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",2252,neutral
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",2253,positive
$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,2254,positive
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,2255,negative
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",2256,neutral
$AAPL long 630.91,2257,positive
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,2258,positive
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,2259,neutral
"When the product is manufactured in Finland , it is also packed in the country .",2260,neutral
`` I 'm not sure what 's happening .,2261,neutral
Scanfil issued a profit warning on 10 April 2006 .,2262,neutral
"The contract includes design , construction , delivery of equipment , installation and commissioning .",2263,neutral
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",2264,positive
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,2265,neutral
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,2266,neutral
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",2267,neutral
The divested stake represented about 2.7 m shares in Okmetic 's capital .,2268,neutral
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",2269,neutral
"In Finland , the five largest brands control 90 % of the beer market .",2270,neutral
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",2271,neutral
There did not seem to be enough hours in a day for Pekkarinen .,2272,neutral
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",2273,neutral
I see a 20 percent upside in $FB shares from here,2274,positive
Chime Communications Set To Be Acquired By WPP And Providence,2275,positive
No other ev3 devices were involved in this action .,2276,neutral
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",2277,negative
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",2278,neutral
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",2279,neutral
The deal also includes a ten-year maintenance agreement .,2280,neutral
"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",2281,neutral
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,2282,positive
"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) .",2283,neutral
"In addition , Kone signed a two-year maintenance contract for the escalators .",2284,positive
The new location is n't the only change Wellmont has in store for its air transport service .,2285,neutral
